gp_code,panchayat_id,elevation_dem_m,slope_deg,aspect_sin,aspect_cos,terrain_roughness_m,relative_elevation_m,nearest_river,distance_to_river_m,sand_pct,clay_pct,silt_pct,soil_type
108441,WB_108441,90.21,1.16,-0.7435,0.6687,10.36,3.0,Subarnarekha,5173.41683512488,51.32,22.59,26.09,sandy
108442,WB_108442,68.65,1.15,-0.7135,0.7006,8.3,-18.55,Subarnarekha,6811.064106254638,51.45,22.51,26.04,sandy
108443,WB_108443,114.96,1.2,-0.7142,0.7,8.07,27.75,Subarnarekha,2455.521073903821,51.43,22.57,26.0,sandy
108444,WB_108444,69.05,1.15,-0.6975,0.7166,8.9,-18.16,Subarnarekha,7422.120849742317,51.32,22.57,26.11,sandy
108445,WB_108445,78.34,1.25,0.7764,-0.6303,9.86,-8.08,Subarnarekha,6055.720062106805,51.47,22.64,25.89,sandy
108446,WB_108446,97.71,1.27,0.7653,-0.6437,9.63,11.29,Subarnarekha,4460.424075374084,51.46,22.62,25.92,sandy
108447,WB_108447,72.54,1.25,0.7781,-0.6282,8.65,-13.88,Subarnarekha,6702.669122228357,51.52,22.62,25.86,sandy
108448,WB_108448,84.98,1.24,0.7487,-0.6629,9.86,-1.44,Subarnarekha,5376.96867154628,51.41,22.66,25.93,sandy
108449,WB_108449,99.3,1.27,0.7574,-0.653,10.03,12.88,Subarnarekha,4456.378863039762,51.52,22.59,25.89,sandy
108450,WB_108450,62.37,1.19,0.7698,-0.6383,7.79,-24.05,Subarnarekha,7707.961859634116,51.49,22.65,25.86,sandy
108451,WB_108451,106.85,1.27,0.7741,-0.6331,9.97,20.43,Subarnarekha,3559.4278755819955,51.41,22.64,25.95,sandy
108452,WB_108452,77.87,1.24,0.7887,-0.6148,10.97,-8.55,Subarnarekha,6336.227878021147,51.57,22.59,25.84,sandy
108453,WB_108453,69.47,1.25,0.7586,-0.6515,9.86,-16.95,Subarnarekha,6743.528414699045,51.41,22.68,25.91,sandy
108454,WB_108454,114.78,1.25,0.7712,-0.6366,9.11,28.36,Subarnarekha,2954.43535439775,51.48,22.6,25.92,sandy
108455,WB_108455,111.83,0.92,-0.7303,0.6831,5.64,7.88,Subarnarekha,16947.871604962085,51.56,22.71,25.73,sandy
108456,WB_108456,102.45,1.13,-0.7093,0.7049,8.08,-1.5,Subarnarekha,15668.136128728936,51.51,22.72,25.77,sandy
108457,WB_108457,102.96,1.11,-0.7583,0.6519,8.3,-0.99,Subarnarekha,16113.022583307496,51.59,22.68,25.73,sandy
108458,WB_108458,117.28,0.97,-0.6445,0.7646,5.64,13.33,Subarnarekha,17640.274196057933,51.52,22.73,25.75,sandy
108459,WB_108459,87.14,1.19,-0.7137,0.7005,7.69,-16.81,Subarnarekha,14355.383260452227,51.52,22.7,25.78,sandy
108460,WB_108460,115.58,1.04,-0.754,0.6569,7.81,11.63,Subarnarekha,17834.63974704976,51.62,22.68,25.7,sandy
108461,WB_108461,109.6,1.09,-0.5344,0.8452,8.85,5.65,Subarnarekha,16220.497446172076,51.46,22.75,25.79,sandy
108462,WB_108462,87.12,1.15,-0.6977,0.7164,8.24,-16.83,Subarnarekha,14677.04104294643,51.59,22.66,25.75,sandy
108463,WB_108463,119.75,0.87,-0.694,0.72,5.64,15.8,Subarnarekha,18981.305328227485,51.57,22.72,25.71,sandy
108464,WB_108464,85.81,1.15,-0.7179,0.6962,8.68,-18.14,Subarnarekha,13988.16632866738,51.46,22.73,25.81,sandy
108465,WB_108465,54.04,0.98,0.6785,-0.7346,7.36,0.38,Kangsabati,19532.914975674652,51.6,22.78,25.62,sandy
108466,WB_108466,48.07,0.89,0.7947,-0.607,5.5,-5.59,Kangsabati,18619.92092593227,51.66,22.76,25.58,sandy
108467,WB_108467,47.73,0.87,0.6157,-0.788,5.58,-5.93,Kangsabati,18359.30066555142,51.57,22.81,25.62,sandy
108468,WB_108468,63.09,1.07,0.8008,-0.599,6.93,9.43,Kangsabati,20555.041465087103,51.63,22.76,25.61,sandy
108469,WB_108469,45.45,0.78,0.8133,-0.5819,4.24,-8.21,Kangsabati,17124.526965820514,51.66,22.78,25.56,sandy
108470,WB_108470,57.98,0.93,0.6988,-0.7153,7.26,4.32,Kangsabati,19977.87958789411,51.54,22.81,25.65,sandy
108471,WB_108471,53.71,0.94,0.9382,-0.346,7.55,0.05,Kangsabati,19558.145274677663,51.69,22.74,25.57,sandy
108472,WB_108472,46.84,0.78,0.9422,-0.3352,4.77,-6.82,Kangsabati,16847.626812852915,51.59,22.82,25.59,sandy
108473,WB_108473,75.03,1.13,0.7951,-0.6065,6.93,21.37,Kangsabati,21616.24842557217,51.58,22.77,25.65,sandy
108474,WB_108474,44.69,0.84,0.8589,-0.5121,5.54,-8.97,Kangsabati,17219.692976980168,51.71,22.75,25.54,sandy
108475,WB_108475,111.29,0.66,0.996,-0.089,3.57,3.07,Kangsabati,7974.296756516394,51.71,22.85,25.44,sandy
108476,WB_108476,111.37,0.7,0.998,0.064,3.98,3.15,Kangsabati,7634.573020403585,51.66,22.88,25.46,sandy
108477,WB_108477,108.07,0.66,-0.6886,0.7251,4.2,-0.15,Kangsabati,9512.887671844452,51.69,22.84,25.47,sandy
108478,WB_108478,106.37,0.69,0.8272,-0.562,3.82,-1.85,Kangsabati,6549.826427218624,51.72,22.86,25.42,sandy
108479,WB_108479,111.28,0.7,0.6847,0.7288,4.49,3.06,Kangsabati,8988.375930391452,51.62,22.89,25.49,sandy
108480,WB_108480,109.99,0.67,-0.853,-0.5219,4.14,1.77,Kangsabati,8780.18609053189,51.75,22.82,25.43,sandy
108481,WB_108481,103.87,0.81,0.7279,-0.6857,4.06,-4.35,Kangsabati,6123.470427666047,51.66,22.89,25.45,sandy
108482,WB_108482,101.38,0.83,-0.7806,0.625,4.25,-6.84,Kangsabati,10616.156792414517,51.65,22.85,25.5,sandy
108483,WB_108483,106.21,0.69,0.8448,-0.5351,3.82,-2.01,Kangsabati,6587.3559274935715,51.78,22.83,25.39,sandy
108484,WB_108484,112.34,0.71,0.3703,0.9289,4.52,4.12,Kangsabati,7802.064929672292,51.59,22.91,25.5,sandy
108485,WB_108485,38.67,0.75,-0.8598,0.5107,4.77,-5.12,Kangsabati,2162.768053931756,51.74,22.94,25.32,sandy
108486,WB_108486,40.4,0.85,-0.6397,0.7686,5.1,-3.39,Kangsabati,2831.1781754194044,51.8,22.92,25.28,sandy
108487,WB_108487,45.64,0.89,-0.8156,0.5786,6.2,1.85,Kangsabati,3485.6453981699788,51.72,22.96,25.32,sandy
108488,WB_108488,37.97,0.7,-0.197,0.9804,3.85,-5.82,Kangsabati,990.7745052728499,51.76,22.92,25.32,sandy
108489,WB_108489,51.61,0.96,-0.6942,0.7198,6.13,7.82,Kangsabati,4374.445595629772,51.81,22.93,25.26,sandy
108490,WB_108490,39.02,0.83,-0.8829,0.4695,5.93,-4.77,Kangsabati,1987.3790459619104,51.68,22.97,25.35,sandy
108491,WB_108491,36.81,0.85,-0.3572,0.934,5.03,-6.98,Kangsabati,1707.566502290886,51.82,22.89,25.29,sandy
108492,WB_108492,58.92,1.02,-0.6319,0.775,5.96,15.13,Kangsabati,4983.362970587373,51.74,22.97,25.29,sandy
108493,WB_108493,41.38,0.67,0.5954,0.8034,3.85,-2.41,Kangsabati,130.0843377387776,51.7,22.94,25.36,sandy
108494,WB_108494,47.49,0.9,-0.5669,0.8238,6.37,3.7,Kangsabati,4018.049374207422,51.86,22.9,25.24,sandy
108495,WB_108495,85.13,1.17,0.731,-0.6823,9.22,-0.57,Kangsabati,13956.95054200636,51.85,23.01,25.14,sandy
108496,WB_108496,90.35,1.08,0.8589,-0.5122,8.42,4.65,Kangsabati,13448.85080618962,51.78,23.03,25.19,sandy
108497,WB_108497,97.72,1.07,0.699,-0.7151,7.92,12.02,Kangsabati,12473.415677401441,51.86,22.98,25.16,sandy
108498,WB_108498,70.06,1.21,0.775,-0.6319,8.29,-15.64,Kangsabati,15284.43438596912,51.84,23.03,25.13,sandy
108499,WB_108499,101.81,1.08,0.802,-0.5973,8.42,16.11,Kangsabati,11813.483861236358,51.77,23.02,25.21,sandy
108500,WB_108500,85.19,1.09,0.6863,-0.7273,9.38,-0.51,Kangsabati,13935.707020614456,51.91,22.97,25.12,sandy
108501,WB_108501,76.47,1.16,0.7855,-0.6189,9.36,-9.23,Kangsabati,14753.125008136367,51.76,23.06,25.18,sandy
108502,WB_108502,103.43,0.98,0.8119,-0.5838,7.92,17.73,Kangsabati,10931.621641255657,51.83,22.98,25.19,sandy
108503,WB_108503,61.1,1.23,0.784,-0.6207,8.29,-24.6,Kangsabati,16025.33314761673,51.89,23.0,25.11,sandy
108504,WB_108504,1391.83,6.83,-0.9218,0.3877,47.14,58.82,Teesta,5702.7054213773245,46.94,25.2,27.86,non_sandy
108505,WB_108505,1369.47,7.83,-0.9999,0.0131,52.27,36.46,Teesta,5425.820963882962,46.89,25.24,27.87,non_sandy
108506,WB_108506,1317.18,8.95,-0.9651,0.2621,63.13,-15.83,Teesta,3874.4841994077874,46.9,25.21,27.89,non_sandy
108507,WB_108507,1395.7,7.58,-0.9236,0.3832,47.14,62.69,Teesta,7357.805370784224,46.97,25.21,27.82,non_sandy
108508,WB_108508,1303.12,8.18,-0.9868,0.1619,61.6,-29.89,Teesta,3548.663197990557,46.84,25.25,27.91,non_sandy
108509,WB_108509,1352.88,7.71,-0.8988,0.4384,56.09,19.87,Teesta,5360.499021900224,46.97,25.18,27.85,non_sandy
108510,WB_108510,1362.97,7.29,-0.9386,-0.345,50.76,29.96,Teesta,7096.703826939127,46.92,25.24,27.84,non_sandy
108511,WB_108511,1218.25,9.33,-0.9536,0.3009,63.13,-114.76,Teesta,2174.44085032235,46.84,25.23,27.93,non_sandy
108512,WB_108512,1362.1,7.1,-0.4925,0.8703,47.14,29.09,Teesta,7946.173063670626,47.03,25.18,27.79,non_sandy
108513,WB_108513,1323.31,8.37,-0.987,0.1608,61.6,-9.7,Teesta,4488.231145393684,46.83,25.27,27.9,non_sandy
108514,WB_108514,1266.27,9.2,-0.9429,0.3331,63.13,-66.74,Teesta,3414.7026850419115,46.93,25.18,27.89,non_sandy
108515,WB_108515,1554.04,7.63,-0.6718,0.7407,46.45,59.2,Teesta,14042.49060088499,47.02,25.29,27.69,non_sandy
108516,WB_108516,1518.93,8.02,0.8086,0.5884,57.93,24.09,Teesta,15729.632747903068,47.08,25.26,27.66,non_sandy
108517,WB_108517,1526.39,7.83,0.9962,0.0874,52.87,31.55,Teesta,14811.954770271206,47.04,25.3,27.66,non_sandy
108518,WB_108518,1525.31,6.81,-0.2052,0.9787,46.45,30.47,Teesta,13432.006391842307,47.0,25.28,27.72,non_sandy
108519,WB_108519,1448.84,8.48,0.8563,0.5165,57.82,-46.0,Teesta,17139.88082270208,47.12,25.25,27.63,non_sandy
108520,WB_108520,1529.52,6.75,-0.7935,0.6086,45.59,34.68,Teesta,12766.451021004756,46.97,25.32,27.71,non_sandy
108521,WB_108521,1485.82,7.41,0.7993,0.6009,57.12,-9.02,Teesta,15313.306851580299,47.07,25.25,27.68,non_sandy
108522,WB_108522,1459.9,8.18,0.9701,0.2425,57.87,-34.94,Teesta,16425.35750648264,47.09,25.28,27.63,non_sandy
108523,WB_108523,1485.11,7.48,-0.875,0.4841,46.45,-9.73,Teesta,11723.98395975244,46.94,25.31,27.75,non_sandy
108524,WB_108524,1414.01,8.66,0.8611,0.5084,57.82,-80.83,Teesta,17829.26826317966,47.15,25.23,27.62,non_sandy
108525,WB_108525,1495.32,8.08,0.9555,-0.295,52.87,0.48,Teesta,13585.156240289674,46.99,25.33,27.68,non_sandy
108526,WB_108526,1574.65,9.27,0.9566,0.2915,73.72,-28.1,Teesta,21150.160799372366,47.2,25.34,27.46,non_sandy
108527,WB_108527,1684.45,8.82,0.9108,0.4128,63.84,81.7,Teesta,19031.18301328068,47.13,25.36,27.51,non_sandy
108528,WB_108528,1565.05,9.25,0.9178,0.3971,71.5,-37.7,Teesta,21177.155456929937,47.21,25.31,27.48,non_sandy
108529,WB_108529,1587.48,9.28,0.9232,0.3842,73.72,-15.27,Teesta,21025.840779019425,47.17,25.36,27.47,non_sandy
108530,WB_108530,1693.32,8.89,0.9498,0.313,63.84,90.57,Teesta,18217.533452180567,47.12,25.35,27.53,non_sandy
108531,WB_108531,1460.01,9.67,0.8869,0.462,68.59,-142.74,Teesta,23069.238887692376,47.27,25.31,27.42,non_sandy
108532,WB_108532,1674.02,8.55,0.9347,0.3555,63.84,71.27,Teesta,18635.88322529487,47.1,25.39,27.51,non_sandy
108533,WB_108533,1587.39,8.96,0.8763,0.4818,76.59,-15.36,Teesta,20082.700519893104,47.19,25.31,27.5,non_sandy
108534,WB_108534,1492.86,9.21,0.9354,0.3537,73.72,-109.89,Teesta,22994.72565308373,47.24,25.34,27.42,non_sandy
108535,WB_108535,1708.31,8.25,0.8318,0.5551,63.84,105.56,Teesta,16734.272052122415,47.06,25.38,27.56,non_sandy
108536,WB_108536,1619.59,8.47,0.8682,0.4963,59.72,-61.84,Teesta,28492.602254753027,47.33,25.39,27.28,non_sandy
108537,WB_108537,1682.49,9.33,0.9047,0.426,71.97,1.06,Teesta,27537.572960025784,47.28,25.42,27.3,non_sandy
108538,WB_108538,1708.83,9.41,0.9326,0.3609,76.92,27.4,Teesta,26854.29451231749,47.29,25.4,27.31,non_sandy
108539,WB_108539,1575.08,8.99,0.9515,0.3077,59.72,-106.35,Teesta,29936.76061107132,47.36,25.39,27.25,non_sandy
108540,WB_108540,1793.23,9.55,0.902,0.4317,69.38,111.8,Teesta,25576.406215718704,47.22,25.44,27.34,non_sandy
108541,WB_108541,1620.38,9.02,0.9403,0.3404,75.36,-61.05,Teesta,28825.194291795164,47.36,25.36,27.28,non_sandy
108542,WB_108542,1657.2,8.94,0.8633,0.5047,77.26,-24.23,Teesta,28905.419875987438,47.31,25.43,27.26,non_sandy
108543,WB_108543,1813.17,9.53,0.9453,0.3262,72.34,131.74,Teesta,24926.569346324057,47.22,25.42,27.36,non_sandy
108544,WB_108544,1564.97,8.31,0.9244,0.3815,59.72,-116.46,Teesta,31121.39432912595,47.42,25.36,27.22,non_sandy
108545,WB_108545,1779.37,9.36,0.9216,0.3882,69.38,97.94,Teesta,25930.173875427605,47.21,25.46,27.33,non_sandy
108546,WB_108546,43.34,0.26,-0.2946,0.9556,0.81,0.11,Hooghly/Ganga,19910.090716610626,25.95,36.4,37.65,non_sandy
108547,WB_108547,43.5,0.25,-0.6822,0.7312,0.75,0.27,Hooghly/Ganga,18993.638068005203,25.97,36.4,37.63,non_sandy
108548,WB_108548,43.25,0.25,-0.8539,0.5204,0.78,0.02,Hooghly/Ganga,20279.158521673988,25.92,36.41,37.67,non_sandy
108549,WB_108549,43.2,0.25,-0.6393,0.769,0.81,-0.03,Hooghly/Ganga,19522.38048103102,25.98,36.38,37.64,non_sandy
108550,WB_108550,43.43,0.25,-0.7694,0.6387,0.75,0.2,Hooghly/Ganga,18988.88017981681,25.94,36.42,37.64,non_sandy
108551,WB_108551,42.96,0.25,-0.8238,0.5669,0.81,-0.27,Hooghly/Ganga,20858.522341039905,25.93,36.4,37.67,non_sandy
108552,WB_108552,43.28,0.25,-0.2785,0.9604,0.8,0.05,Hooghly/Ganga,18478.307478549435,26.0,36.39,37.61,non_sandy
108553,WB_108553,43.15,0.25,-0.9988,-0.0491,0.78,-0.08,Hooghly/Ganga,20066.354186137585,25.91,36.43,37.66,non_sandy
108554,WB_108554,42.82,0.26,-0.4358,0.9,0.81,-0.41,Hooghly/Ganga,20307.971489867254,25.97,36.38,37.65,non_sandy
108555,WB_108555,43.33,0.24,-0.7193,-0.6947,0.75,0.1,Hooghly/Ganga,18127.748195889282,25.97,36.41,37.62,non_sandy
108556,WB_108556,42.31,0.25,-0.6839,0.7296,0.78,-0.15,Hooghly/Ganga,14522.048729700218,26.0,36.44,37.56,non_sandy
108557,WB_108557,42.63,0.27,-0.6613,0.7501,0.88,0.17,Hooghly/Ganga,13563.094432883478,26.02,36.44,37.54,non_sandy
108558,WB_108558,42.31,0.26,-0.8903,0.4554,0.85,-0.15,Hooghly/Ganga,14584.71673728746,25.97,36.46,37.57,non_sandy
108559,WB_108559,42.15,0.25,-0.5926,0.8055,0.78,-0.31,Hooghly/Ganga,14385.246185020313,26.02,36.42,37.56,non_sandy
108560,WB_108560,43.02,0.27,-0.7198,0.6942,0.86,0.56,Hooghly/Ganga,13245.361798914642,26.0,36.45,37.55,non_sandy
108561,WB_108561,42.08,0.26,-0.8812,0.4728,0.8,-0.38,Hooghly/Ganga,15414.884808215638,25.97,36.45,37.58,non_sandy
108562,WB_108562,42.29,0.27,-0.0527,0.9986,0.89,-0.17,Hooghly/Ganga,13300.992855186385,26.05,36.42,37.53,non_sandy
108563,WB_108563,42.54,0.26,-0.95,0.3123,0.88,0.08,Hooghly/Ganga,14082.649956103382,25.96,36.47,37.57,non_sandy
108564,WB_108564,42.14,0.25,-0.8193,0.5734,0.78,-0.32,Hooghly/Ganga,15260.480809233843,26.0,36.42,37.58,non_sandy
108565,WB_108565,43.14,0.27,-0.7593,0.6507,0.86,0.68,Hooghly/Ganga,12549.069796892965,26.03,36.44,37.53,non_sandy
108566,WB_108566,42.7,0.26,0.5458,-0.8379,0.84,-0.11,Hooghly/Ganga,8368.762774193601,26.04,36.49,37.47,non_sandy
108567,WB_108567,43.12,0.27,0.6502,-0.7598,0.87,0.31,Hooghly/Ganga,9237.003198988547,26.04,36.48,37.48,non_sandy
108568,WB_108568,42.58,0.26,0.8483,-0.5295,0.84,-0.23,Hooghly/Ganga,7888.568973119326,26.07,36.47,37.46,non_sandy
108569,WB_108569,42.58,0.26,0.4415,-0.8972,0.84,-0.23,Hooghly/Ganga,8855.238203662462,26.02,36.5,37.48,non_sandy
108570,WB_108570,43.2,0.27,0.7803,-0.6254,0.88,0.39,Hooghly/Ganga,9115.32990245457,26.06,36.47,37.47,non_sandy
108571,WB_108571,42.48,0.25,0.7582,-0.652,0.82,-0.33,Hooghly/Ganga,7428.002746787333,26.06,36.49,37.45,non_sandy
108572,WB_108572,43.07,0.26,0.5101,-0.8601,0.9,0.26,Hooghly/Ganga,9848.030100662323,26.01,36.49,37.5,non_sandy
108573,WB_108573,42.51,0.27,0.9877,-0.1564,0.9,-0.3,Hooghly/Ganga,7980.006978772748,26.1,36.46,37.44,non_sandy
108574,WB_108574,42.29,0.26,0.5489,-0.8359,0.84,-0.52,Hooghly/Ganga,8134.666374947658,26.02,36.51,37.47,non_sandy
108575,WB_108575,43.58,0.27,0.8096,-0.587,0.88,0.77,Hooghly/Ganga,10011.985156412456,26.04,36.47,37.49,non_sandy
108576,WB_108576,44.1,0.25,0.2999,-0.954,0.76,0.21,Hooghly/Ganga,2641.1550165445383,26.1,36.52,37.38,non_sandy
108577,WB_108577,44.05,0.25,-0.9999,-0.014,0.77,0.16,Hooghly/Ganga,3556.6587799097724,26.07,36.53,37.4,non_sandy
108578,WB_108578,44.02,0.24,-0.9047,0.4261,0.75,0.13,Hooghly/Ganga,2799.6326743763357,26.12,36.51,37.37,non_sandy
108579,WB_108579,43.95,0.24,0.741,-0.6715,0.76,0.06,Hooghly/Ganga,2546.7165679688705,26.08,36.54,37.38,non_sandy
108580,WB_108580,43.91,0.25,-0.9879,0.1553,0.77,0.02,Hooghly/Ganga,4071.4010818600705,26.08,36.52,37.4,non_sandy
108581,WB_108581,43.86,0.25,0.9893,0.1461,0.76,-0.03,Hooghly/Ganga,1864.6104567435625,26.13,36.51,37.36,non_sandy
108582,WB_108582,43.82,0.25,-0.7277,-0.6859,0.77,-0.07,Hooghly/Ganga,3574.7867133452996,26.05,36.55,37.4,non_sandy
108583,WB_108583,43.78,0.25,-0.4792,0.8777,0.77,-0.11,Hooghly/Ganga,3456.832297241496,26.12,36.5,37.38,non_sandy
108584,WB_108584,43.74,0.25,0.5145,-0.8575,0.76,-0.15,Hooghly/Ganga,1666.722060167012,26.1,36.53,37.37,non_sandy
108585,WB_108585,43.67,0.25,-0.9214,0.3887,0.77,-0.22,Hooghly/Ganga,4605.562999405238,26.05,36.53,37.42,non_sandy
108586,WB_108586,43.39,0.27,-0.7084,0.7059,0.86,0.09,Hooghly/Ganga,2796.028102550163,26.15,36.56,37.29,non_sandy
108587,WB_108587,43.5,0.27,-0.8941,0.4478,0.88,0.2,Hooghly/Ganga,2638.608180749782,26.13,36.58,37.29,non_sandy
108588,WB_108588,42.99,0.26,-0.7514,0.6598,0.87,-0.31,Hooghly/Ganga,1945.4956777655377,26.14,36.56,37.3,non_sandy
108589,WB_108589,43.82,0.27,-0.6332,0.774,0.88,0.52,Hooghly/Ganga,3564.460808046276,26.16,36.56,37.28,non_sandy
108590,WB_108590,42.98,0.27,-0.9443,0.3292,0.88,-0.32,Hooghly/Ganga,1753.9295466749786,26.1,36.58,37.32,non_sandy
108591,WB_108591,42.92,0.27,-0.45,0.893,0.87,-0.38,Hooghly/Ganga,2662.700796049257,26.18,36.54,37.28,non_sandy
108592,WB_108592,43.96,0.27,-0.7637,0.6455,0.86,0.66,Hooghly/Ganga,3410.789240113691,26.13,36.58,37.29,non_sandy
108593,WB_108593,42.8,0.26,-0.7971,0.6038,0.82,-0.5,Hooghly/Ganga,1138.1836750212647,26.12,36.56,37.32,non_sandy
108594,WB_108594,43.51,0.27,-0.4961,0.8683,0.88,0.21,Hooghly/Ganga,3864.717204092633,26.19,36.55,37.26,non_sandy
108595,WB_108595,43.15,0.27,-0.9739,0.2268,0.9,-0.15,Hooghly/Ganga,2171.310689680323,26.09,36.59,37.32,non_sandy
108596,WB_108596,43.29,0.26,0.512,-0.859,0.84,0.09,Hooghly/Ganga,7802.835145974052,26.18,36.61,37.21,non_sandy
108597,WB_108597,43.16,0.26,0.9187,-0.3951,0.83,-0.04,Hooghly/Ganga,8443.931188944835,26.21,36.59,37.2,non_sandy
108598,WB_108598,43.03,0.25,0.3609,-0.9326,0.8,-0.17,Hooghly/Ganga,8382.643507155943,26.17,36.62,37.21,non_sandy
108599,WB_108599,43.62,0.27,0.7176,-0.6965,0.82,0.42,Hooghly/Ganga,7308.303803936689,26.18,36.6,37.22,non_sandy
108600,WB_108600,43.01,0.25,0.9914,-0.1307,0.79,-0.19,Hooghly/Ganga,9257.746511100684,26.22,36.6,37.18,non_sandy
108601,WB_108601,43.03,0.26,-0.0131,-0.9999,0.83,-0.17,Hooghly/Ganga,7411.135762508812,26.15,36.62,37.23,non_sandy
108602,WB_108602,43.29,0.26,0.9627,-0.2706,0.86,0.09,Hooghly/Ganga,8015.13623311243,26.22,36.58,37.2,non_sandy
108603,WB_108603,43.11,0.25,0.7579,0.6524,0.78,-0.09,Hooghly/Ganga,9238.133591703505,26.19,36.62,37.19,non_sandy
108604,WB_108604,43.71,0.26,0.7624,-0.6471,0.82,0.51,Hooghly/Ganga,6607.291137409226,26.15,36.61,37.24,non_sandy
108605,WB_108605,42.73,0.26,0.9589,-0.2837,0.83,-0.47,Hooghly/Ganga,9341.95223471808,26.24,36.58,37.18,non_sandy
108606,WB_108606,44.67,0.25,0.8514,-0.5245,0.78,0.24,Mahananda,10976.20281475271,26.25,36.64,37.11,non_sandy
108607,WB_108607,44.49,0.25,0.4439,-0.8961,0.82,0.06,Mahananda,10936.165008250855,26.23,36.66,37.11,non_sandy
108608,WB_108608,44.74,0.25,0.5716,-0.8205,0.76,0.31,Mahananda,11860.296792740139,26.23,36.64,37.13,non_sandy
108609,WB_108609,44.37,0.25,0.9435,-0.3314,0.8,-0.06,Mahananda,10164.41848509847,26.27,36.64,37.09,non_sandy
108610,WB_108610,44.45,0.25,0.3626,-0.9319,0.82,0.02,Mahananda,11787.284760416462,26.2,36.66,37.14,non_sandy
108611,WB_108611,44.6,0.25,0.9064,-0.4223,0.78,0.17,Mahananda,11382.70224096846,26.26,36.62,37.12,non_sandy
108612,WB_108612,44.15,0.25,0.6961,-0.718,0.8,-0.28,Mahananda,10121.174377009784,26.24,36.66,37.1,non_sandy
108613,WB_108613,44.56,0.25,-0.0136,-0.9999,0.8,0.13,Hooghly/Ganga,12303.521669415102,26.2,36.65,37.15,non_sandy
108614,WB_108614,44.23,0.26,0.9815,-0.1915,0.8,-0.2,Mahananda,10120.0990696074,26.29,36.62,37.09,non_sandy
108615,WB_108615,44.05,0.26,0.1801,-0.9837,0.8,-0.38,Mahananda,11298.551248981536,26.2,36.67,37.13,non_sandy
108616,WB_108616,44.25,0.27,-0.6665,0.7455,0.85,0.02,Mahananda,6253.323826795327,26.29,36.68,37.03,non_sandy
108617,WB_108617,44.6,0.27,-0.8408,0.5414,0.86,0.38,Mahananda,6205.071519524727,26.28,36.7,37.02,non_sandy
108618,WB_108618,43.88,0.27,-0.8053,0.5929,0.88,-0.34,Mahananda,7130.890948397475,26.27,36.68,37.05,non_sandy
108619,WB_108619,44.52,0.27,-0.569,0.8224,0.9,0.3,Mahananda,5448.843165957581,26.31,36.68,37.01,non_sandy
108620,WB_108620,44.19,0.27,-0.9042,0.427,0.91,-0.04,Mahananda,7034.6865122708705,26.25,36.71,37.04,non_sandy
108621,WB_108621,43.72,0.27,-0.6731,0.7396,0.88,-0.51,Mahananda,6581.469518936879,26.3,36.67,37.03,non_sandy
108622,WB_108622,44.94,0.27,-0.7489,0.6626,0.85,0.71,Mahananda,5369.813485473508,26.3,36.69,37.01,non_sandy
108623,WB_108623,43.6,0.27,-0.8562,0.5166,0.88,-0.62,Mahananda,7843.334422482536,26.24,36.7,37.06,non_sandy
108624,WB_108624,43.99,0.27,-0.3737,0.9276,0.9,-0.23,Mahananda,5334.980394794277,26.34,36.66,37.0,non_sandy
108625,WB_108625,44.56,0.27,-0.8969,0.4423,0.9,0.34,Mahananda,6458.622727862762,26.25,36.71,37.04,non_sandy
108626,WB_108626,43.7,0.25,0.4938,0.8696,0.77,-0.02,Mahananda,1418.575018481877,26.34,36.72,36.94,non_sandy
108627,WB_108627,43.65,0.25,-0.3501,-0.9367,0.77,-0.07,Mahananda,2281.02795932944,26.31,36.74,36.95,non_sandy
108628,WB_108628,43.72,0.25,0.9897,-0.1432,0.79,0.0,Mahananda,1684.5930404312646,26.35,36.71,36.94,non_sandy
108629,WB_108629,43.78,0.25,-0.8631,0.5051,0.78,0.06,Mahananda,1222.998927571946,26.33,36.74,36.93,non_sandy
108630,WB_108630,43.9,0.26,0.471,-0.8821,0.8,0.18,Mahananda,2878.8093409480266,26.3,36.73,36.97,non_sandy
108631,WB_108631,43.48,0.25,0.928,0.3726,0.79,-0.24,Mahananda,724.8354072091915,26.37,36.71,36.92,non_sandy
108632,WB_108632,43.45,0.26,-0.4532,-0.8914,0.78,-0.27,Mahananda,2188.2206862979856,26.29,36.75,36.96,non_sandy
108633,WB_108633,44.06,0.26,0.4765,-0.8792,0.79,0.34,Mahananda,2402.179900495995,26.34,36.71,36.95,non_sandy
108634,WB_108634,43.91,0.25,-0.9345,0.356,0.78,0.19,Mahananda,372.86540206967686,26.36,36.73,36.91,non_sandy
108635,WB_108635,43.53,0.25,-0.5729,-0.8196,0.77,-0.19,Mahananda,3309.7947565482627,26.28,36.75,36.97,non_sandy
108636,WB_108636,45.08,0.26,0.805,-0.5933,0.82,0.21,Mahananda,3052.7674939372846,26.39,36.76,36.85,non_sandy
108637,WB_108637,44.85,0.26,0.5155,-0.8569,0.85,-0.02,Mahananda,2872.794952637203,26.37,36.78,36.85,non_sandy
108638,WB_108638,45.33,0.26,0.645,-0.7642,0.81,0.46,Mahananda,2217.3953171502358,26.37,36.76,36.87,non_sandy
108639,WB_108639,44.69,0.26,0.8968,-0.4425,0.85,-0.18,Mahananda,3806.111874464492,26.41,36.76,36.83,non_sandy
